race_id,venue_slug,date,race_no,lineup,ni_sha_tan,san_ren_tan,san_ren_fuku,wide,banum,player_name,pref,age,term,player_class,running_style,gear,race_score,mark,mark_num,win_rate_4m,top2_rate_4m,top3_rate_4m,nige_4m,maku_4m,rank,agari,finish_type,margin,win_lose
3520260501010005,hiratsuka,2026-05-01,5,△1 ▲9 ×2 注7 ◎4 ○5,,,,,8,山賀 雅仁  千,葉,44,87,S1,両,3.92,101.92,nan,0,11.1,14.8,37.0,0,1,,,,,
3520260501010005,hiratsuka,2026-05-01,5,△1 ▲9 ×2 注7 ◎4 ○5,,,,,9,川口 公太朗  岐,阜,36,98,S1,追,3.92,106.50,▲,3,21.4,32.1,42.8,0,0,,,,,
3520260501010006,hiratsuka,2026-05-01,6,◎2 ○7 ×8 注9 ▲5 △1,,,,,1,香川 雄介  香,川,51,76,S1,追,3.93,105.21,▲,3,21.4,28.5,35.7,0,0,,,,,
3520260501010006,hiratsuka,2026-05-01,6,◎2 ○7 ×8 注9 ▲5 △1,,,,,2,小林 泰正  群,馬,31,113,S1,逃,3.92,110.58,◎,6,29.4,52.9,64.7,0,5,,,,,
3520260501010006,hiratsuka,2026-05-01,6,◎2 ○7 ×8 注9 ▲5 △1,,,,,3,道場 晃規  静,岡,28,117,S1,逃,3.92,106.00,△,4,28.5,38.0,52.3,0,5,,,,,
3520260501010006,hiratsuka,2026-05-01,6,◎2 ○7 ×8 注9 ▲5 △1,,,,,4,近藤 保  千,葉,43,95,S1,追,3.92,104.13,nan,0,17.3,30.4,56.5,0,0,,,,,
3520260501010006,hiratsuka,2026-05-01,6,◎2 ○7 ×8 注9 ▲5 △1,,,,,5,大川 龍二  広,島,41,91,S1,両,3.92,108.05,注,2,9.5,28.5,52.3,0,1,,,,,
3520260501010006,hiratsuka,2026-05-01,6,◎2 ○7 ×8 注9 ▲5 △1,,,,,6,海老根 恵太  千,葉,48,86,S2,追,3.92,102.40,nan,0,13.0,34.7,39.1,0,0,,,,,
3520260501010006,hiratsuka,2026-05-01,6,◎2 ○7 ×8 注9 ▲5 △1,,,,,7,芦澤 大輔  茨,城,44,90,S1,追,3.92,109.78,○,5,20.8,45.8,54.1,0,0,,,,,
3520260501010006,hiratsuka,2026-05-01,6,◎2 ○7 ×8 注9 ▲5 △1,,,,,8,武田 豊樹  茨,城,52,88,S2,追,3.92,102.55,nan,0,14.2,23.8,47.6,0,0,,,,,
3520260501010006,hiratsuka,2026-05-01,6,◎2 ○7 ×8 注9 ▲5 △1,,,,,9,町田 太我  広,島,25,117,S1,逃,3.92,111.06,×,1,20.0,46.6,46.6,5,2,,,,,
3520260501010007,hiratsuka,2026-05-01,7,×5 注1 ○6 ◎7 △2 ▲9,,,,,1,宿口 陽一  埼,玉,42,91,S1,両,3.92,109.90,注,2,13.6,40.9,54.5,0,0,,,,,
3520260501010007,hiratsuka,2026-05-01,7,×5 注1 ○6 ◎7 △2 ▲9,,,,,2,和田 健太郎  千,葉,44,87,S1,追,3.93,111.33,◎,6,13.6,31.8,40.9,0,1,,,,,
3520260501010007,hiratsuka,2026-05-01,7,×5 注1 ○6 ◎7 △2 ▲9,,,,,3,吉本 卓仁  福,岡,42,89,S1,両,3.92,105.13,▲,3,30.4,47.8,56.5,0,1,,,,,
3520260501010007,hiratsuka,2026-05-01,7,×5 注1 ○6 ◎7 △2 ▲9,,,,,4,坂本 健太郎  福,岡,45,86,S1,両,3.93,104.82,nan,0,17.2,37.9,55.1,0,0,,,,,
3520260501010007,hiratsuka,2026-05-01,7,×5 注1 ○6 ◎7 △2 ▲9,,,,,5,鈴木 竜士  東,京,32,107,S1,両,3.92,113.09,×,1,38.0,71.4,76.1,2,6,,,,,
3520260501010007,hiratsuka,2026-05-01,7,×5 注1 ○6 ◎7 △2 ▲9,,,,,6,佐々木 雄一  福,島,46,83,S1,追,3.92,102.88,nan,0,24.0,28.0,52.0,0,1,,,,,
3520260501010007,hiratsuka,2026-05-01,7,×5 注1 ○6 ◎7 △2 ▲9,,,,,7,根田 空史  千,葉,37,94,S1,逃,3.92,109.69,○,5,43.4,56.5,60.8,11,2,,,,,
3520260501010007,hiratsuka,2026-05-01,7,×5 注1 ○6 ◎7 △2 ▲9,,,,,8,青柳 靖起  佐,賀,26,117,S2,逃,3.92,103.57,nan,0,14.2,28.5,42.8,3,1,,,,,
3520260501010007,hiratsuka,2026-05-01,7,×5 注1 ○6 ◎7 △2 ▲9,,,,,9,松坂 洋平,神奈川,43,89,S1,両,3.92,106.68,△,4,5.2,26.3,52.6,0,0,,,,,
3520260501010008,hiratsuka,2026-05-01,8,◎2 ○7 ▲4 △9 注1 ×3,,,,,1,村田 雅一  兵,庫,41,90,S1,追,3.92,109.68,△,4,13.6,36.3,45.4,0,0,,,,,
3520260501010008,hiratsuka,2026-05-01,8,◎2 ○7 ▲4 △9 注1 ×3,,,,,2,石原 颯  香,川,26,117,S1,逃,3.92,112.47,◎,6,29.4,64.7,64.7,9,2,,,,,
3520260501010008,hiratsuka,2026-05-01,8,◎2 ○7 ▲4 △9 注1 ×3,,,,,3,金子 幸央  栃,木,33,101,S2,両,3.92,111.61,注,2,44.4,61.1,77.7,1,3,,,,,
3520260501010008,hiratsuka,2026-05-01,8,◎2 ○7 ▲4 △9 注1 ×3,,,,,4,片岡 迪之  岡,山,39,93,S1,両,3.92,106.88,nan,0,21.0,36.8,57.8,0,3,,,,,
3520260501010008,hiratsuka,2026-05-01,8,◎2 ○7 ▲4 △9 注1 ×3,,,,,5,長島 大介  栃,木,36,96,S1,両,3.92,109.25,×,1,12.5,41.6,54.1,0,2,,,,,
3520260501010008,hiratsuka,2026-05-01,8,◎2 ○7 ▲4 △9 注1 ×3,,,,,6,伊藤 颯馬  沖,縄,27,115,S1,逃,3.92,102.84,nan,0,11.5,19.2,34.6,1,3,,,,,
3520260501010008,hiratsuka,2026-05-01,8,◎2 ○7 ▲4 △9 注1 ×3,,,,,7,小倉 竜二  徳,島,50,77,S1,追,3.92,110.47,○,5,19.0,38.0,47.6,0,0,,,,,
3520260501010008,hiratsuka,2026-05-01,8,◎2 ○7 ▲4 △9 注1 ×3,,,,,8,松川 高大  熊,本,37,94,S1,両,3.92,104.85,nan,0,9.5,23.8,38.0,0,1,,,,,
3520260501010008,hiratsuka,2026-05-01,8,◎2 ○7 ▲4 △9 注1 ×3,,,,,9,中井 太祐  奈,良,36,97,S1,両,3.92,107.22,▲,3,25.9,37.0,51.8,0,4,,,,,
3520260501010009,hiratsuka,2026-05-01,9,×7 注9 ◎1 ○2 ▲5 △6,,,,,1,井上 昌己  長,崎,46,86,S1,追,3.92,106.63,nan,0,47.3,52.6,57.8,0,1,,,,,
3520260501010009,hiratsuka,2026-05-01,9,×7 注9 ◎1 ○2 ▲5 △6,,,,,2,佐々木 悠葵  群,馬,30,115,S1,両,3.92,109.95,◎,6,36.3,45.4,45.4,3,5,,,,,
3520260501010009,hiratsuka,2026-05-01,9,×7 注9 ◎1 ○2 ▲5 △6,,,,,3,守澤 太志  秋,田,40,96,S1,追,3.92,110.33,△,4,15.0,45.0,60.0,0,0,,,,,
3520260501010009,hiratsuka,2026-05-01,9,×7 注9 ◎1 ○2 ▲5 △6,,,,,4,櫻井 祐太郎  宮,城,26,117,S1,逃,3.92,106.04,▲,3,27.2,36.3,45.4,5,1,,,,,
3520260501010009,hiratsuka,2026-05-01,9,×7 注9 ◎1 ○2 ▲5 △6,,,,,5,高橋 築  東,京,33,109,S1,両,3.93,109.26,○,5,46.6,53.3,60.0,0,0,,,,,
3520260501010009,hiratsuka,2026-05-01,9,×7 注9 ◎1 ○2 ▲5 △6,,,,,6,山下 渡  茨,城,42,91,S2,追,3.92,101.90,nan,0,20.0,25.0,40.0,0,0,,,,,
3520260501010009,hiratsuka,2026-05-01,9,×7 注9 ◎1 ○2 ▲5 △6,,,,,7,阿部 将大  大,分,29,117,S1,逃,3.93,112.00,×,1,61.5,69.2,69.2,1,7,,,,,
3520260501010009,hiratsuka,2026-05-01,9,×7 注9 ◎1 ○2 ▲5 △6,,,,,8,星野 洋輝  福,島,26,115,S2,追,3.92,106.04,nan,0,13.0,34.7,52.1,0,0,,,,,
3520260501010009,hiratsuka,2026-05-01,9,×7 注9 ◎1 ○2 ▲5 △6,,,,,9,園田 匠  福,岡,44,87,S1,追,3.92,110.04,注,2,11.5,23.0,46.1,0,0,,,,,
3520260501010010,hiratsuka,2026-05-01,10,注8 ◎2 ○5 △9 ×1 ▲6,,,,,1,和田 圭  宮,城,40,92,S1,追,3.92,109.34,nan,0,26.0,43.4,60.8,0,0,,,,,
3520260501010010,hiratsuka,2026-05-01,10,注8 ◎2 ○5 △9 ×1 ▲6,,,,,2,田尾 駿介  高,知,34,111,S1,追,3.92,106.71,nan,0,20.0,33.3,33.3,0,0,,,,,
3520260501010010,hiratsuka,2026-05-01,10,注8 ◎2 ○5 △9 ×1 ▲6,,,,,3,佐藤 礼文  茨,城,34,115,S1,追,3.92,108.31,△,4,18.7,37.5,50.0,0,0,,,,,
3520260501010010,hiratsuka,2026-05-01,10,注8 ◎2 ○5 △9 ×1 ▲6,,,,,4,松岡 辰泰  熊,本,29,117,S1,逃,3.92,106.52,▲,3,9.5,19.0,33.3,0,1,,,,,
3520260501010010,hiratsuka,2026-05-01,10,注8 ◎2 ○5 △9 ×1 ▲6,,,,,5,中野 慎詞  岩,手,26,121,S1,逃,3.92,113.50,◎,6,0.0,25.0,25.0,1,0,,,,,
3520260501010010,hiratsuka,2026-05-01,10,注8 ◎2 ○5 △9 ×1 ▲6,,,,,6,橋本 瑠偉  栃,木,31,113,S1,逃,3.92,99.76,nan,0,20.0,32.0,32.0,2,4,,,,,
3520260501010010,hiratsuka,2026-05-01,10,注8 ◎2 ○5 △9 ×1 ▲6,,,,,7,伊藤 旭  熊,本,25,117,S1,両,3.92,107.66,×,1,5.2,15.7,42.1,0,2,,,,,
3520260501010010,hiratsuka,2026-05-01,10,注8 ◎2 ○5 △9 ×1 ▲6,,,,,8,久米 康平  徳,島,34,100,S1,両,3.92,106.28,注,2,4.7,23.8,42.8,0,3,,,,,
3520260501010010,hiratsuka,2026-05-01,10,注8 ◎2 ○5 △9 ×1 ▲6,,,,,9,佐藤 慎太郎  福,島,49,78,S1,追,3.92,114.08,○,5,16.0,40.0,72.0,0,0,,,,,
3520260501010011,hiratsuka,2026-05-01,11,◎1 ○6 ×8 注2 △7 ▲9,,,,,1,郡司 浩平,神奈川,35,99,SS,両,3.92,117.56,◎,6,31.2,62.5,62.5,0,4,,,,,
3520260501010011,hiratsuka,2026-05-01,11,◎1 ○6 ×8 注2 △7 ▲9,,,,,2,犬伏 湧也  徳,島,30,119,S1,逃,3.92,114.00,×,1,55.0,65.0,75.0,6,7,,,,,
3520260501010011,hiratsuka,2026-05-01,11,◎1 ○6 ×8 注2 △7 ▲9,,,,,3,阿部 拓真  宮,城,35,107,SS,両,3.92,112.84,nan,0,10.0,25.0,30.0,0,0,,,,,
3520260501010011,hiratsuka,2026-05-01,11,◎1 ○6 ×8 注2 △7 ▲9,,,,,4,浅井 康太  三,重,41,90,S1,両,3.92,111.03,nan,0,37.0,37.0,51.8,0,0,,,,,
3520260501010011,hiratsuka,2026-05-01,11,◎1 ○6 ×8 注2 △7 ▲9,,,,,5,新山 響平  青,森,32,107,S1,逃,3.92,113.59,▲,3,54.5,72.7,77.2,8,7,,,,,
3520260501010011,hiratsuka,2026-05-01,11,◎1 ○6 ×8 注2 △7 ▲9,,,,,6,和田 真久留,神奈川,35,99,S1,両,3.92,108.44,○,5,15.7,26.3,42.1,0,0,,,,,
3520260501010011,hiratsuka,2026-05-01,11,◎1 ○6 ×8 注2 △7 ▲9,,,,,7,松本 貴治  愛,媛,32,111,S1,両,3.92,114.75,注,2,41.1,70.5,70.5,1,5,,,,,
3520260501010011,hiratsuka,2026-05-01,11,◎1 ○6 ×8 注2 △7 ▲9,,,,,8,岩本 俊介  千,葉,42,94,S1,両,3.92,109.05,nan,0,30.0,45.0,50.0,5,1,,,,,
3520260501010011,hiratsuka,2026-05-01,11,◎1 ○6 ×8 注2 △7 ▲9,,,,,9,山口 拳矢  岐,阜,30,117,S1,両,3.92,114.27,△,4,40.9,40.9,68.1,0,6,,,,,
4620260430020001,toyama,2026-04-30,1,◎5 ○2 ▲1 注4 ×6 △3,"4-2  1,480円(5)","4-2-5  4,900円(16)",2=4=5  590円(3),2=4  250円(3)  2=5  220円(2)  4=5  300円(4) / 2=4  250円(3)  2=5  220円(2)  4=5  300円(4),1,関谷 哲平  奈,良,43,92,A3,逃,3.92,69.72,▲,3,22.7,31.8,50.0,4,3,7,11.0,nan,１車身１/２,nan
4620260430020001,toyama,2026-04-30,1,◎5 ○2 ▲1 注4 ×6 △3,"4-2  1,480円(5)","4-2-5  4,900円(16)",2=4=5  590円(3),2=4  250円(3)  2=5  220円(2)  4=5  300円(4) / 2=4  250円(3)  2=5  220円(2)  4=5  300円(4),2,大林 亮介  香,川,45,86,A3,追,3.92,72.41,○,5,7.6,38.4,53.8,0,0,2,10.1,差,３/４車輪,nan
4620260430020001,toyama,2026-04-30,1,◎5 ○2 ▲1 注4 ×6 △3,"4-2  1,480円(5)","4-2-5  4,900円(16)",2=4=5  590円(3),2=4  250円(3)  2=5  220円(2)  4=5  300円(4) / 2=4  250円(3)  2=5  220円(2)  4=5  300円(4),3,永田 秀佑  長,崎,34,103,A3,両,3.92,67.82,×,1,17.6,23.5,23.5,3,0,5,9.8,nan,１車身,nan
4620260430020001,toyama,2026-04-30,1,◎5 ○2 ▲1 注4 ×6 △3,"4-2  1,480円(5)","4-2-5  4,900円(16)",2=4=5  590円(3),2=4  250円(3)  2=5  220円(2)  4=5  300円(4) / 2=4  250円(3)  2=5  220円(2)  4=5  300円(4),4,井上 将志  兵,庫,41,100,A3,両,3.92,71.66,注,2,4.1,29.1,45.8,1,0,1,10.0,差,nan,nan
4620260430020001,toyama,2026-04-30,1,◎5 ○2 ▲1 注4 ×6 △3,"4-2  1,480円(5)","4-2-5  4,900円(16)",2=4=5  590円(3),2=4  250円(3)  2=5  220円(2)  4=5  300円(4) / 2=4  250円(3)  2=5  220円(2)  4=5  300円(4),5,松本 充生  愛,媛,47,94,A3,両,3.93,69.00,◎,6,20.8,37.5,45.8,2,2,3,10.3,nan,３/４車輪,nan
4620260430020001,toyama,2026-04-30,1,◎5 ○2 ▲1 注4 ×6 △3,"4-2  1,480円(5)","4-2-5  4,900円(16)",2=4=5  590円(3),2=4  250円(3)  2=5  220円(2)  4=5  300円(4) / 2=4  250円(3)  2=5  220円(2)  4=5  300円(4),6,平川 公一  大,阪,48,86,A3,両,3.86,66.40,nan,0,0.0,18.5,33.3,1,1,4,9.9,nan,３/４車身,nan
4620260430020001,toyama,2026-04-30,1,◎5 ○2 ▲1 注4 ×6 △3,"4-2  1,480円(5)","4-2-5  4,900円(16)",2=4=5  590円(3),2=4  250円(3)  2=5  220円(2)  4=5  300円(4) / 2=4  250円(3)  2=5  220円(2)  4=5  300円(4),7,倉岡 慎太郎  熊,本,58,59,A3,追,3.92,69.84,△,4,9.5,28.5,47.6,1,1,6,10.1,nan,７車身,nan
4620260430020002,toyama,2026-04-30,2,×7 △2 注1 ◎3 ○4 ▲6,"7-3  2,330円(8)","7-3-5  13,920円(48)","3=5=7  1,360円(6)",3=5  270円(2)  3=7  360円(3)  5=7  770円(13) / 3=5  270円(2)  3=7  360円(3)  5=7  770円(13),1,田村 光昭  広,島,54,67,A3,追,3.92,69.23,注,2,9.5,19.0,42.8,0,0,4,10.2,nan,１/４車輪,nan
4620260430020002,toyama,2026-04-30,2,×7 △2 注1 ◎3 ○4 ▲6,"7-3  2,330円(8)","7-3-5  13,920円(48)","3=5=7  1,360円(6)",3=5  270円(2)  3=7  360円(3)  5=7  770円(13) / 3=5  270円(2)  3=7  360円(3)  5=7  770円(13),2,元砂 海人  奈,良,36,113,A3,両,3.92,69.00,△,4,9.0,9.0,18.1,0,0,5,10.4,nan,１/２車身,nan
4620260430020002,toyama,2026-04-30,2,×7 △2 注1 ◎3 ○4 ▲6,"7-3  2,330円(8)","7-3-5  13,920円(48)","3=5=7  1,360円(6)",3=5  270円(2)  3=7  360円(3)  5=7  770円(13) / 3=5  270円(2)  3=7  360円(3)  5=7  770円(13),3,篠田 樹  大,分,29,113,A3,逃,3.92,70.70,◎,6,16.6,54.1,54.1,7,3,2,10.5,逃,２車身,nan
4620260430020002,toyama,2026-04-30,2,×7 △2 注1 ◎3 ○4 ▲6,"7-3  2,330円(8)","7-3-5  13,920円(48)","3=5=7  1,360円(6)",3=5  270円(2)  3=7  360円(3)  5=7  770円(13) / 3=5  270円(2)  3=7  360円(3)  5=7  770円(13),4,赤星 俊光  熊,本,47,86,A3,追,3.92,69.30,○,5,0.0,16.6,25.0,0,0,7,11.6,nan,大差,nan
4620260430020002,toyama,2026-04-30,2,×7 △2 注1 ◎3 ○4 ▲6,"7-3  2,330円(8)","7-3-5  13,920円(48)","3=5=7  1,360円(6)",3=5  270円(2)  3=7  360円(3)  5=7  770円(13) / 3=5  270円(2)  3=7  360円(3)  5=7  770円(13),5,武市 和人  高,知,52,74,A3,追,3.79,68.80,▲,3,25.0,25.0,35.0,0,0,3,10.1,nan,１/２車輪,nan
4620260430020002,toyama,2026-04-30,2,×7 △2 注1 ◎3 ○4 ▲6,"7-3  2,330円(8)","7-3-5  13,920円(48)","3=5=7  1,360円(6)",3=5  270円(2)  3=7  360円(3)  5=7  770円(13) / 3=5  270円(2)  3=7  360円(3)  5=7  770円(13),6,澤亀 浩司  福,岡,58,60,A3,追,3.92,66.48,nan,0,3.7,7.4,29.6,0,0,6,10.4,nan,６車身,nan
4620260430020002,toyama,2026-04-30,2,×7 △2 注1 ◎3 ○4 ▲6,"7-3  2,330円(8)","7-3-5  13,920円(48)","3=5=7  1,360円(6)",3=5  270円(2)  3=7  360円(3)  5=7  770円(13) / 3=5  270円(2)  3=7  360円(3)  5=7  770円(13),7,浜田 翔平  大,阪,37,111,A3,逃,3.93,69.91,×,1,12.5,37.5,37.5,3,0,1,10.3,捲,nan,nan
4620260430020003,toyama,2026-04-30,3,◎4 ○1 注7 △3 ×2 ▲5,,,,,1,谷本 奨輝  岐,阜,31,107,A3,両,3.86,76.87,○,5,37.5,70.8,79.1,3,2,,,,,
4620260430020003,toyama,2026-04-30,3,◎4 ○1 注7 △3 ×2 ▲5,,,,,2,足達 重満  長,崎,50,80,A3,追,3.92,76.83,×,1,55.5,66.6,77.7,0,0,,,,,
4620260430020003,toyama,2026-04-30,3,◎4 ○1 注7 △3 ×2 ▲5,,,,,3,川本 琢也  岡,山,38,100,A3,両,3.93,73.96,△,4,26.9,57.6,69.2,11,4,,,,,
4620260430020003,toyama,2026-04-30,3,◎4 ○1 注7 △3 ×2 ▲5,,,,,4,真木 寛斗  愛,知,23,127,A3,逃,3.92,77.88,◎,6,51.8,74.0,92.5,14,4,,,,,
4620260430020003,toyama,2026-04-30,3,◎4 ○1 注7 △3 ×2 ▲5,,,,,5,加藤 大輔  大,分,46,87,A3,追,3.93,73.41,▲,3,12.5,37.5,62.5,0,0,,,,,
4620260430020003,toyama,2026-04-30,3,◎4 ○1 注7 △3 ×2 ▲5,,,,,6,徳吉 正治  福,岡,42,89,A3,両,3.92,70.62,nan,0,8.3,37.5,41.6,0,0,,,,,
4620260430020003,toyama,2026-04-30,3,◎4 ○1 注7 △3 ×2 ▲5,,,,,7,太田 雅之  三,重,48,86,A3,追,3.92,71.79,注,2,8.3,25.0,45.8,0,0,,,,,
4620260430020004,toyama,2026-04-30,4,◎1 ○5 ×7 ▲3 注4 △2,,,,,1,下山 聖斗,鹿児島,24,127,A3,逃,3.92,78.25,◎,6,66.6,83.3,87.5,9,11,,,,,
4620260430020004,toyama,2026-04-30,4,◎1 ○5 ×7 ▲3 注4 △2,,,,,2,細田 純平  広,島,36,99,A3,両,3.85,71.43,△,4,18.7,37.5,50.0,0,0,,,,,
4620260430020004,toyama,2026-04-30,4,◎1 ○5 ×7 ▲3 注4 △2,,,,,3,別所 英幸  福,岡,46,83,A3,追,3.93,73.55,▲,3,44.4,55.5,66.6,0,2,,,,,
4620260430020004,toyama,2026-04-30,4,◎1 ○5 ×7 ▲3 注4 △2,,,,,4,玉村 元気  香,川,36,101,A3,両,3.92,68.41,注,2,8.3,29.1,41.6,3,3,,,,,
4620260430020004,toyama,2026-04-30,4,◎1 ○5 ×7 ▲3 注4 △2,,,,,5,渡邉 満  福,岡,53,73,A3,追,3.92,73.85,○,5,14.2,42.8,57.1,0,0,,,,,
4620260430020004,toyama,2026-04-30,4,◎1 ○5 ×7 ▲3 注4 △2,,,,,6,岡嶋 登  大,阪,41,99,A3,両,3.93,66.30,nan,0,0.0,10.0,10.0,1,0,,,,,
4620260430020004,toyama,2026-04-30,4,◎1 ○5 ×7 ▲3 注4 △2,,,,,7,丸林 一孝  福,岡,48,81,A3,追,3.85,73.08,×,1,8.0,36.0,52.0,0,0,,,,,
4620260430020005,toyama,2026-04-30,5,△1 ▲5 ×7 ◎2 注3 ○4,,,,,1,篠崎 新純  千,葉,41,102,L1,両,3.79,49.80,△,4,9.5,23.8,38.0,0,1,,,,,
4620260430020005,toyama,2026-04-30,5,△1 ▲5 ×7 ◎2 注3 ○4,,,,,2,岡田 優歩,和歌山,22,128,L1,両,3.79,54.00,◎,6,21.4,57.1,85.7,2,3,,,,,
4620260430020005,toyama,2026-04-30,5,△1 ▲5 ×7 ◎2 注3 ○4,,,,,3,宮西 令奈  石,川,24,124,L1,両,3.69,45.96,注,2,0.0,0.0,4.0,0,0,,,,,
4620260430020005,toyama,2026-04-30,5,△1 ▲5 ×7 ◎2 注3 ○4,,,,,4,増田 夕華  岐,阜,26,118,L1,両,3.77,52.28,○,5,16.0,36.0,60.0,1,2,,,,,
4620260430020005,toyama,2026-04-30,5,△1 ▲5 ×7 ◎2 注3 ○4,,,,,5,藤原 亜衣里  新,潟,45,102,L1,追,3.77,45.09,▲,3,0.0,8.3,8.3,0,0,,,,,
4620260430020005,toyama,2026-04-30,5,△1 ▲5 ×7 ◎2 注3 ○4,,,,,6,高本 美穂  熊,本,23,124,L1,追,3.77,47.08,nan,0,4.0,4.0,12.0,0,1,,,,,
4620260430020005,toyama,2026-04-30,5,△1 ▲5 ×7 ◎2 注3 ○4,,,,,7,田中 月菜  佐,賀,25,118,L1,両,3.77,52.46,×,1,6.6,40.0,73.3,0,0,,,,,
4620260430020006,toyama,2026-04-30,6,注3 ◎4 ×2 ○1 △5 ▲6,,,,,1,戸田 瑞姫  茨,城,23,122,L1,両,3.77,51.80,×,1,9.5,28.5,47.6,0,0,,,,,
4620260430020006,toyama,2026-04-30,6,注3 ◎4 ×2 ○1 △5 ▲6,,,,,2,石井 寛子  東,京,40,104,L1,両,3.79,56.41,◎,6,62.5,91.6,100.0,1,11,,,,,
4620260430020006,toyama,2026-04-30,6,注3 ◎4 ×2 ○1 △5 ▲6,,,,,3,齊藤 由莉,神奈川,28,128,L1,両,3.79,49.83,注,2,20.8,29.1,37.5,2,4,,,,,
4620260430020006,toyama,2026-04-30,6,注3 ◎4 ×2 ○1 △5 ▲6,,,,,4,浜地 晴帆  三,重,24,122,L1,両,3.77,46.06,nan,0,0.0,0.0,0.0,0,0,,,,,
4620260430020006,toyama,2026-04-30,6,注3 ◎4 ×2 ○1 △5 ▲6,,,,,5,吉岡 詩織  広,島,31,116,L1,両,3.77,53.29,○,5,17.6,58.8,70.5,1,7,,,,,
4620260430020006,toyama,2026-04-30,6,注3 ◎4 ×2 ○1 △5 ▲6,,,,,6,是永 ゆうき  大,分,22,126,L1,追,3.71,50.77,△,4,4.5,13.6,54.5,0,0,,,,,
4620260430020006,toyama,2026-04-30,6,注3 ◎4 ×2 ○1 △5 ▲6,,,,,7,菅原 ななこ  宮,城,25,120,L1,両,3.71,46.90,▲,3,4.7,4.7,14.2,0,0,,,,,
4620260430020007,toyama,2026-04-30,7,○1 ◎7 注5 ×4 △2 ▲6,,,,,1,安藤 直希  京,都,28,117,A1,逃,3.92,83.38,○,5,4.7,23.8,47.6,2,2,,,,,
4620260430020007,toyama,2026-04-30,7,○1 ◎7 注5 ×4 △2 ▲6,,,,,2,南部 亮太  長,崎,41,93,A2,追,3.92,83.33,△,4,13.3,26.6,26.6,0,0,,,,,
4620260430020007,toyama,2026-04-30,7,○1 ◎7 注5 ×4 △2 ▲6,,,,,3,藤原 亮太  岡,山,37,97,A2,両,3.92,80.94,▲,3,5.5,11.1,27.7,1,0,,,,,
4620260430020007,toyama,2026-04-30,7,○1 ◎7 注5 ×4 △2 ▲6,,,,,4,北川 大成  熊,本,25,119,A2,逃,3.92,83.88,×,1,22.2,38.8,38.8,3,1,,,,,
4620260430020007,toyama,2026-04-30,7,○1 ◎7 注5 ×4 △2 ▲6,,,,,5,富安 保充  愛,知,43,91,A2,追,3.83,82.23,注,2,0.0,19.0,33.3,0,0,,,,,
4620260430020007,toyama,2026-04-30,7,○1 ◎7 注5 ×4 △2 ▲6,,,,,6,城戸崎 隆史  福,岡,53,76,A2,両,3.92,80.90,nan,0,0.0,10.0,15.0,0,0,,,,,
4620260430020007,toyama,2026-04-30,7,○1 ◎7 注5 ×4 △2 ▲6,,,,,7,西谷 岳文  京,都,47,93,A2,両,3.92,86.40,◎,6,10.0,30.0,50.0,0,0,,,,,
4620260430020008,toyama,2026-04-30,8,注1 ○7 ▲2 △3 ◎5 ×6,,,,,1,下岡 将也  三,重,29,111,A1,逃,3.92,82.45,注,2,16.6,25.0,25.0,2,2,,,,,
4620260430020008,toyama,2026-04-30,8,注1 ○7 ▲2 △3 ◎5 ×6,,,,,2,伊原 弘幸  福,井,41,90,A1,追,3.93,83.00,▲,3,4.7,19.0,38.0,0,0,,,,,
4620260430020008,toyama,2026-04-30,8,注1 ○7 ▲2 △3 ◎5 ×6,,,,,3,吉永 和生  広,島,49,80,A2,追,3.92,82.95,△,4,13.6,22.7,27.2,0,1,,,,,
4620260430020008,toyama,2026-04-30,8,注1 ○7 ▲2 △3 ◎5 ×6,,,,,4,鰐渕 正利  愛,知,56,65,A2,追,3.92,83.33,nan,0,0.0,0.0,50.0,0,0,,,,,
4620260430020008,toyama,2026-04-30,8,注1 ○7 ▲2 △3 ◎5 ×6,,,,,5,木村 浩宣  香,川,39,97,A1,逃,3.93,86.25,◎,6,16.6,33.3,45.8,4,4,,,,,
4620260430020008,toyama,2026-04-30,8,注1 ○7 ▲2 △3 ◎5 ×6,,,,,6,川上 修平  高,知,47,99,A2,追,3.92,81.73,×,1,5.2,10.5,26.3,0,0,,,,,
4620260430020008,toyama,2026-04-30,8,注1 ○7 ▲2 △3 ◎5 ×6,,,,,7,乾 庄平  滋,賀,39,95,A2,追,3.92,85.95,○,5,0.0,47.6,61.9,0,0,,,,,
4620260430020009,toyama,2026-04-30,9,△4 ×1 ▲7 注6 ◎2 ○5,,,,,1,坂上 忠克  石,川,52,71,A1,追,3.92,86.05,×,1,4.7,19.0,47.6,0,0,,,,,
4620260430020009,toyama,2026-04-30,9,△4 ×1 ▲7 注6 ◎2 ○5,,,,,2,魚屋 周成  大,分,35,99,A1,逃,3.93,85.75,注,2,16.6,33.3,50.0,2,1,,,,,
4620260430020009,toyama,2026-04-30,9,△4 ×1 ▲7 注6 ◎2 ○5,,,,,3,小林 卓人  大,阪,48,79,A1,追,3.92,88.35,○,5,0.0,14.2,42.8,0,0,,,,,
4620260430020009,toyama,2026-04-30,9,△4 ×1 ▲7 注6 ◎2 ○5,,,,,4,岩元 叶馬  富,山,23,125,A2,逃,3.92,86.68,△,4,17.3,26.0,39.1,4,2,,,,,
