race_id,venue_slug,date,race_no,lineup,ni_sha_tan,san_ren_tan,san_ren_fuku,wide,banum,player_name,pref,age,term,player_class,running_style,gear,race_score,mark,mark_num,win_rate_4m,top2_rate_4m,top3_rate_4m,nige_4m,maku_4m,rank,agari,finish_type,margin,win_lose
6320260501010003,hofu,2026-05-01,3,◎1 ○6 △4 ×2 注5 ▲3,"4-2  7,490円(14)","4-2-5  20,060円(40)","2=4=5  6,020円(15)","2=4  690円(7)  2=5  1,820円(15)  4=5  2,600円(18) / 2=4  690円(7)  2=5  1,820円(15)  4=5  2,600円(18)",2,楢原 由将  福,岡,38,94,A2,両,3.92,82.89,×,1,0.0,5.2,21.0,0,0,2,9.9,ク,１車身,nan
6320260501010003,hofu,2026-05-01,3,◎1 ○6 △4 ×2 注5 ▲3,"4-2  7,490円(14)","4-2-5  20,060円(40)","2=4=5  6,020円(15)","2=4  690円(7)  2=5  1,820円(15)  4=5  2,600円(18) / 2=4  690円(7)  2=5  1,820円(15)  4=5  2,600円(18)",3,小林 史也,和歌山,40,107,A1,逃,3.92,83.26,注,2,5.0,25.0,30.0,5,0,6,10.6,nan,１車身１/２,nan
6320260501010003,hofu,2026-05-01,3,◎1 ○6 △4 ×2 注5 ▲3,"4-2  7,490円(14)","4-2-5  20,060円(40)","2=4=5  6,020円(15)","2=4  690円(7)  2=5  1,820円(15)  4=5  2,600円(18) / 2=4  690円(7)  2=5  1,820円(15)  4=5  2,600円(18)",4,中山 遼太郎  熊,本,23,121,A1,逃,3.92,82.95,△,4,5.0,25.0,40.0,2,3,1,10.0,捲,nan,nan
6320260501010003,hofu,2026-05-01,3,◎1 ○6 △4 ×2 注5 ▲3,"4-2  7,490円(14)","4-2-5  20,060円(40)","2=4=5  6,020円(15)","2=4  690円(7)  2=5  1,820円(15)  4=5  2,600円(18) / 2=4  690円(7)  2=5  1,820円(15)  4=5  2,600円(18)",5,飯塚 直人  佐,賀,35,98,A2,両,3.92,81.09,nan,0,0.0,5.0,30.0,0,0,3,9.9,nan,３/４車身,nan
6320260501010003,hofu,2026-05-01,3,◎1 ○6 △4 ×2 注5 ▲3,"4-2  7,490円(14)","4-2-5  20,060円(40)","2=4=5  6,020円(15)","2=4  690円(7)  2=5  1,820円(15)  4=5  2,600円(18) / 2=4  690円(7)  2=5  1,820円(15)  4=5  2,600円(18)",6,山中 崇弘  高,知,30,113,A2,追,3.92,80.50,○,5,4.5,9.0,27.2,0,0,5,10.2,nan,１/４車輪,nan
6320260501010003,hofu,2026-05-01,3,◎1 ○6 △4 ×2 注5 ▲3,"4-2  7,490円(14)","4-2-5  20,060円(40)","2=4=5  6,020円(15)","2=4  690円(7)  2=5  1,820円(15)  4=5  2,600円(18) / 2=4  690円(7)  2=5  1,820円(15)  4=5  2,600円(18)",7,堺 文人,和歌山,47,85,A2,追,3.92,83.40,▲,3,9.5,28.5,42.8,0,0,7,10.4,nan,３/４車輪,nan
6320260501010004,hofu,2026-05-01,4,注7 ×1 ▲5 △2 ◎6 ○4,4-3  200円(1),4-3-1  370円(1),1=3=4  240円(1),1=3  190円(3)  1=4  130円(2)  3=4  100円(1) / 1=3  190円(3)  1=4  130円(2)  3=4  100円(1),1,林 明宏  高,知,49,79,A1,追,3.93,86.83,×,1,12.5,25.0,50.0,0,0,3,10.2,nan,３/４車身,nan
6320260501010004,hofu,2026-05-01,4,注7 ×1 ▲5 △2 ◎6 ○4,4-3  200円(1),4-3-1  370円(1),1=3=4  240円(1),1=3  190円(3)  1=4  130円(2)  3=4  100円(1) / 1=3  190円(3)  1=4  130円(2)  3=4  100円(1),2,勝谷 勝治  三,重,35,115,A2,両,3.92,82.61,△,4,9.5,23.8,42.8,0,0,4,10.3,nan,１/２車身,nan
6320260501010004,hofu,2026-05-01,4,注7 ×1 ▲5 △2 ◎6 ○4,4-3  200円(1),4-3-1  370円(1),1=3=4  240円(1),1=3  190円(3)  1=4  130円(2)  3=4  100円(1) / 1=3  190円(3)  1=4  130円(2)  3=4  100円(1),3,好永 晃  佐,賀,35,98,A1,追,3.92,86.16,○,5,0.0,25.0,33.3,0,0,2,10.2,ク,１車身１/２,nan
6320260501010004,hofu,2026-05-01,4,注7 ×1 ▲5 △2 ◎6 ○4,4-3  200円(1),4-3-1  370円(1),1=3=4  240円(1),1=3  190円(3)  1=4  130円(2)  3=4  100円(1) / 1=3  190円(3)  1=4  130円(2)  3=4  100円(1),4,林 昴  福,岡,24,119,A1,逃,3.92,88.92,◎,6,38.4,53.8,61.5,4,3,1,10.2,逃,nan,nan
6320260501010004,hofu,2026-05-01,4,注7 ×1 ▲5 △2 ◎6 ○4,4-3  200円(1),4-3-1  370円(1),1=3=4  240円(1),1=3  190円(3)  1=4  130円(2)  3=4  100円(1) / 1=3  190円(3)  1=4  130円(2)  3=4  100円(1),5,米澤 大輔  徳,島,51,73,A2,追,3.92,79.38,▲,3,0.0,9.5,14.2,0,0,落,nan,nan,nan,nan
6320260501010004,hofu,2026-05-01,4,注7 ×1 ▲5 △2 ◎6 ○4,4-3  200円(1),4-3-1  370円(1),1=3=4  240円(1),1=3  190円(3)  1=4  130円(2)  3=4  100円(1) / 1=3  190円(3)  1=4  130円(2)  3=4  100円(1),6,小川 将人  愛,知,50,75,A2,追,3.92,79.25,nan,0,0.0,0.0,5.0,0,0,6,10.2,nan,１車身１/２,nan
6320260501010004,hofu,2026-05-01,4,注7 ×1 ▲5 △2 ◎6 ○4,4-3  200円(1),4-3-1  370円(1),1=3=4  240円(1),1=3  190円(3)  1=4  130円(2)  3=4  100円(1) / 1=3  190円(3)  1=4  130円(2)  3=4  100円(1),7,原田 峻治  山,口,31,125,A2,逃,3.92,83.38,注,2,4.7,19.0,33.3,2,2,5,10.3,nan,１/４車輪,nan
6320260501010005,hofu,2026-05-01,5,×6 ▲5 △1 ○7 ◎4 注2,"2-5  1,390円(7)","2-5-3  7,390円(36)","2=3=5  1,180円(7)",2=3  260円(3)  2=5  210円(2)  3=5  440円(8) / 2=3  260円(3)  2=5  210円(2)  3=5  440円(8),1,舛井 幹雄  三,重,54,71,A1,追,3.93,91.00,▲,3,19.0,42.8,52.3,0,0,4,9.9,nan,３/４車身,nan
6320260501010005,hofu,2026-05-01,5,×6 ▲5 △1 ○7 ◎4 注2,"2-5  1,390円(7)","2-5-3  7,390円(36)","2=3=5  1,180円(7)",2=3  260円(3)  2=5  210円(2)  3=5  440円(8) / 2=3  260円(3)  2=5  210円(2)  3=5  440円(8),2,小原 周祐  高,知,35,99,A1,両,3.92,96.53,◎,6,60.0,86.6,100.0,0,0,1,10.1,差,nan,nan
6320260501010005,hofu,2026-05-01,5,×6 ▲5 △1 ○7 ◎4 注2,"2-5  1,390円(7)","2-5-3  7,390円(36)","2=3=5  1,180円(7)",2=3  260円(3)  2=5  210円(2)  3=5  440円(8) / 2=3  260円(3)  2=5  210円(2)  3=5  440円(8),3,松本 憲斗  熊,本,29,119,A1,逃,3.92,93.73,注,2,33.3,40.0,80.0,1,4,3,9.7,nan,１/２車輪,nan
6320260501010005,hofu,2026-05-01,5,×6 ▲5 △1 ○7 ◎4 注2,"2-5  1,390円(7)","2-5-3  7,390円(36)","2=3=5  1,180円(7)",2=3  260円(3)  2=5  210円(2)  3=5  440円(8) / 2=3  260円(3)  2=5  210円(2)  3=5  440円(8),4,中野 光太郎  徳,島,26,121,A1,逃,3.93,95.00,○,5,25.0,50.0,50.0,0,0,7,10.4,nan,１/２車輪,nan
6320260501010005,hofu,2026-05-01,5,×6 ▲5 △1 ○7 ◎4 注2,"2-5  1,390円(7)","2-5-3  7,390円(36)","2=3=5  1,180円(7)",2=3  260円(3)  2=5  210円(2)  3=5  440円(8) / 2=3  260円(3)  2=5  210円(2)  3=5  440円(8),5,吉川 起也  富,山,42,92,A1,両,3.92,93.65,×,1,33.3,61.9,66.6,0,6,2,10.0,ク,３/４車輪,nan
6320260501010005,hofu,2026-05-01,5,×6 ▲5 △1 ○7 ◎4 注2,"2-5  1,390円(7)","2-5-3  7,390円(36)","2=3=5  1,180円(7)",2=3  260円(3)  2=5  210円(2)  3=5  440円(8) / 2=3  260円(3)  2=5  210円(2)  3=5  440円(8),6,中野 雄喜  京,都,32,111,A1,両,3.92,90.14,nan,0,13.3,26.6,60.0,1,1,6,10.3,nan,１/２車輪,nan
6320260501010005,hofu,2026-05-01,5,×6 ▲5 △1 ○7 ◎4 注2,"2-5  1,390円(7)","2-5-3  7,390円(36)","2=3=5  1,180円(7)",2=3  260円(3)  2=5  210円(2)  3=5  440円(8) / 2=3  260円(3)  2=5  210円(2)  3=5  440円(8),7,富 武大  山,口,28,121,A1,逃,3.92,93.21,△,4,35.7,57.1,64.2,3,4,5,9.6,nan,１/２車輪,nan
6320260501010006,hofu,2026-05-01,6,注3 ×2 ◎1 △4 ○5 ▲6,"4-1  3,600円(6)","4-1-2  16,180円(20)",1=2=4  570円(3),1=2  300円(3)  1=4  260円(2)  2=4  950円(7) / 1=2  300円(3)  1=4  260円(2)  2=4  950円(7),1,半田 水晶  茨,城,28,128,L1,両,3.79,56.18,◎,6,68.1,81.8,86.3,13,5,2,10.4,逃,２車身,nan
6320260501010006,hofu,2026-05-01,6,注3 ×2 ◎1 △4 ○5 ▲6,"4-1  3,600円(6)","4-1-2  16,180円(20)",1=2=4  570円(3),1=2  300円(3)  1=4  260円(2)  2=4  950円(7) / 1=2  300円(3)  1=4  260円(2)  2=4  950円(7),2,中野 咲  愛,知,29,110,L1,両,3.79,51.47,×,1,4.3,21.7,39.1,0,0,3,10.4,nan,１車身,nan
6320260501010006,hofu,2026-05-01,6,注3 ×2 ◎1 △4 ○5 ▲6,"4-1  3,600円(6)","4-1-2  16,180円(20)",1=2=4  570円(3),1=2  300円(3)  1=4  260円(2)  2=4  950円(7) / 1=2  300円(3)  1=4  260円(2)  2=4  950円(7),3,野寺 楓  静,岡,27,122,L1,追,3.79,50.61,注,2,0.0,16.6,33.3,0,0,4,10.4,nan,１車身,nan
6320260501010006,hofu,2026-05-01,6,注3 ×2 ◎1 △4 ○5 ▲6,"4-1  3,600円(6)","4-1-2  16,180円(20)",1=2=4  570円(3),1=2  300円(3)  1=4  260円(2)  2=4  950円(7) / 1=2  300円(3)  1=4  260円(2)  2=4  950円(7),4,村田 奈穂  熊,本,34,116,L1,両,3.77,51.54,△,4,4.1,29.1,41.6,0,2,1,10.1,捲,nan,nan
6320260501010006,hofu,2026-05-01,6,注3 ×2 ◎1 △4 ○5 ▲6,"4-1  3,600円(6)","4-1-2  16,180円(20)",1=2=4  570円(3),1=2  300円(3)  1=4  260円(2)  2=4  950円(7) / 1=2  300円(3)  1=4  260円(2)  2=4  950円(7),5,永禮 美瑠  愛,知,26,118,L1,両,3.77,52.95,○,5,20.8,37.5,66.6,1,3,5,10.6,nan,１/２車身,nan
6320260501010006,hofu,2026-05-01,6,注3 ×2 ◎1 △4 ○5 ▲6,"4-1  3,600円(6)","4-1-2  16,180円(20)",1=2=4  570円(3),1=2  300円(3)  1=4  260円(2)  2=4  950円(7) / 1=2  300円(3)  1=4  260円(2)  2=4  950円(7),6,中原 恭恵  広,島,39,126,L1,両,3.71,46.60,▲,3,0.0,4.1,20.8,0,0,6,10.3,nan,１車身１/２,nan
6320260501010006,hofu,2026-05-01,6,注3 ×2 ◎1 △4 ○5 ▲6,"4-1  3,600円(6)","4-1-2  16,180円(20)",1=2=4  570円(3),1=2  300円(3)  1=4  260円(2)  2=4  950円(7) / 1=2  300円(3)  1=4  260円(2)  2=4  950円(7),7,渡辺 ゆかり  山,梨,45,102,L1,追,3.71,44.73,nan,0,0.0,0.0,4.3,0,0,7,10.6,nan,４車身,nan
6320260501010007,hofu,2026-05-01,7,注4 ▲5 △1 ×2 ○3 ◎7,6-7  180円(1),6-7-1  370円(1),1=6=7  210円(1),1=6  120円(2)  1=7  240円(6)  6=7  100円(1) / 1=6  120円(2)  1=7  240円(6)  6=7  100円(1),1,東 美月  兵,庫,24,124,L1,両,3.77,52.00,△,4,4.1,37.5,62.5,0,2,3,10.2,nan,３/４車身,nan
6320260501010007,hofu,2026-05-01,7,注4 ▲5 △1 ×2 ○3 ◎7,6-7  180円(1),6-7-1  370円(1),1=6=7  210円(1),1=6  120円(2)  1=7  240円(6)  6=7  100円(1) / 1=6  120円(2)  1=7  240円(6)  6=7  100円(1),2,佐々木 綾  東,京,26,116,L1,両,3.79,49.77,nan,0,3.7,18.5,37.0,0,0,7,10.8,nan,３/４車身,nan
6320260501010007,hofu,2026-05-01,7,注4 ▲5 △1 ×2 ○3 ◎7,6-7  180円(1),6-7-1  370円(1),1=6=7  210円(1),1=6  120円(2)  1=7  240円(6)  6=7  100円(1) / 1=6  120円(2)  1=7  240円(6)  6=7  100円(1),3,杉浦 菜留  愛,知,25,118,L1,両,3.79,49.94,×,1,5.8,17.6,29.4,0,0,5,10.3,nan,４車身,nan
6320260501010007,hofu,2026-05-01,7,注4 ▲5 △1 ×2 ○3 ◎7,6-7  180円(1),6-7-1  370円(1),1=6=7  210円(1),1=6  120円(2)  1=7  240円(6)  6=7  100円(1) / 1=6  120円(2)  1=7  240円(6)  6=7  100円(1),4,加藤 恵  青,森,40,112,L1,両,3.79,50.62,注,2,11.1,29.6,55.5,6,1,4,10.2,nan,１/２車輪,nan
6320260501010007,hofu,2026-05-01,7,注4 ▲5 △1 ×2 ○3 ◎7,6-7  180円(1),6-7-1  370円(1),1=6=7  210円(1),1=6  120円(2)  1=7  240円(6)  6=7  100円(1) / 1=6  120円(2)  1=7  240円(6)  6=7  100円(1),5,成海 綾香  沖,縄,25,128,L1,両,3.77,46.57,▲,3,0.0,0.0,0.0,0,0,6,10.8,nan,８車身,nan
6320260501010007,hofu,2026-05-01,7,注4 ▲5 △1 ×2 ○3 ◎7,6-7  180円(1),6-7-1  370円(1),1=6=7  210円(1),1=6  120円(2)  1=7  240円(6)  6=7  100円(1) / 1=6  120円(2)  1=7  240円(6)  6=7  100円(1),6,山原 さくら  山,口,33,104,L1,両,3.77,57.50,◎,6,83.3,91.6,95.8,7,13,1,10.3,逃,nan,nan
6320260501010007,hofu,2026-05-01,7,注4 ▲5 △1 ×2 ○3 ◎7,6-7  180円(1),6-7-1  370円(1),1=6=7  210円(1),1=6  120円(2)  1=7  240円(6)  6=7  100円(1) / 1=6  120円(2)  1=7  240円(6)  6=7  100円(1),7,細田 愛未  埼,玉,30,108,L1,両,3.79,53.71,○,5,21.4,64.2,71.4,2,1,2,10.2,ク,１/２車身,nan
7520260501010001,matsuyama,2026-05-01,1,×1 △3 ▲5 ○4 ◎2 注7,,,,,1,里見 恒平  千,葉,49,99,A3,逃,3.92,72.25,×,1,25.0,50.0,50.0,1,6,,,,,
7520260501010001,matsuyama,2026-05-01,1,×1 △3 ▲5 ○4 ◎2 注7,,,,,2,龍門 慎太郎  岡,山,40,96,A3,追,3.92,69.86,◎,6,13.7,31.0,37.9,1,2,,,,,
7520260501010001,matsuyama,2026-05-01,1,×1 △3 ▲5 ○4 ◎2 注7,,,,,3,志村 正洋,神奈川,51,77,A3,追,3.85,69.59,△,4,7.6,26.9,34.6,0,0,,,,,
7520260501010001,matsuyama,2026-05-01,1,×1 △3 ▲5 ○4 ◎2 注7,,,,,4,中岡 海  愛,媛,23,123,A3,逃,3.92,67.69,○,5,17.3,34.7,39.1,5,3,,,,,
7520260501010001,matsuyama,2026-05-01,1,×1 △3 ▲5 ○4 ◎2 注7,,,,,5,長岡 豪  群,馬,42,91,A3,追,3.92,67.50,▲,3,0.0,0.0,25.0,0,0,,,,,
7520260501010001,matsuyama,2026-05-01,1,×1 △3 ▲5 ○4 ◎2 注7,,,,,6,村上 順規  新,潟,49,80,A3,追,3.85,67.11,注,2,0.0,0.0,22.2,0,0,,,,,
7520260501010001,matsuyama,2026-05-01,1,×1 △3 ▲5 ○4 ◎2 注7,,,,,7,屋宜 浩二  沖,縄,40,97,A3,追,3.92,63.94,nan,0,0.0,0.0,22.2,0,0,,,,,
7520260501010002,matsuyama,2026-05-01,2,◎2 ○1 ▲6 △4 ×3 注5,,,,,1,田中 孝法  福,岡,44,91,A3,追,3.92,72.84,○,5,21.0,47.3,57.8,0,0,,,,,
7520260501010002,matsuyama,2026-05-01,2,◎2 ○1 ▲6 △4 ×3 注5,,,,,2,高鍋 邦彰  福,岡,39,95,A3,両,3.92,72.55,◎,6,29.6,51.8,59.2,6,2,,,,,
7520260501010002,matsuyama,2026-05-01,2,◎2 ○1 ▲6 △4 ×3 注5,,,,,3,齋藤 昌太  栃,木,39,93,A3,追,3.92,70.96,×,1,11.1,29.6,48.1,0,0,,,,,
7520260501010002,matsuyama,2026-05-01,2,◎2 ○1 ▲6 △4 ×3 注5,,,,,4,相川 巧  埼,玉,36,98,A3,両,3.92,69.51,△,4,13.7,27.5,44.8,5,2,,,,,
7520260501010002,matsuyama,2026-05-01,2,◎2 ○1 ▲6 △4 ×3 注5,,,,,5,石川 英昭  静,岡,54,75,A3,追,3.93,68.29,注,2,8.3,25.0,37.5,0,0,,,,,
7520260501010002,matsuyama,2026-05-01,2,◎2 ○1 ▲6 △4 ×3 注5,,,,,6,大山 泰伸  香,川,54,68,A3,追,3.85,65.93,▲,3,0.0,0.0,13.3,0,0,,,,,
7520260501010002,matsuyama,2026-05-01,2,◎2 ○1 ▲6 △4 ×3 注5,,,,,7,吉竹 雄城  千,葉,36,99,A3,追,3.92,61.92,nan,0,0.0,0.0,4.0,0,0,,,,,
7520260501010003,matsuyama,2026-05-01,3,○5 ◎1 注2 △3 ×4 ▲7,,,,,1,旭 啓介,神奈川,47,86,A3,追,3.92,73.44,◎,6,22.2,33.3,44.4,0,0,,,,,
7520260501010003,matsuyama,2026-05-01,3,○5 ◎1 注2 △3 ×4 ▲7,,,,,2,鈴木 規純  福,島,51,75,A3,追,3.93,69.48,注,2,12.0,24.0,32.0,0,1,,,,,
7520260501010003,matsuyama,2026-05-01,3,○5 ◎1 注2 △3 ×4 ▲7,,,,,3,菅原 洋輔  岩,手,44,98,A3,両,3.92,69.44,△,4,7.6,26.9,46.1,3,2,,,,,
7520260501010003,matsuyama,2026-05-01,3,○5 ◎1 注2 △3 ×4 ▲7,,,,,4,岡田 哲夫  福,島,43,92,A3,追,3.92,69.04,nan,0,4.7,14.2,38.0,0,0,,,,,
7520260501010003,matsuyama,2026-05-01,3,○5 ◎1 注2 △3 ×4 ▲7,,,,,5,野口 修平,神奈川,37,105,A3,逃,3.85,68.00,○,5,22.7,22.7,31.8,5,0,,,,,
7520260501010003,matsuyama,2026-05-01,3,○5 ◎1 注2 △3 ×4 ▲7,,,,,6,小野 祐作  岡,山,53,72,A3,追,3.93,66.58,▲,3,0.0,5.5,16.6,0,0,,,,,
7520260501010003,matsuyama,2026-05-01,3,○5 ◎1 注2 △3 ×4 ▲7,,,,,7,柏野 健吾  岡,山,23,127,A3,逃,3.92,64.90,×,1,0.0,0.0,0.0,0,0,,,,,
7520260501010004,matsuyama,2026-05-01,4,◎2 ○1 △3 ×4 注5 ▲7,,,,,1,高嶋 一朗  岡,山,58,62,A3,追,3.86,75.33,○,5,33.3,61.1,66.6,0,0,,,,,
7520260501010004,matsuyama,2026-05-01,4,◎2 ○1 △3 ×4 注5 ▲7,,,,,2,右近 陸人  山,口,26,127,A3,逃,3.92,71.70,◎,6,8.3,33.3,45.8,5,1,,,,,
7520260501010004,matsuyama,2026-05-01,4,◎2 ○1 △3 ×4 注5 ▲7,,,,,3,松木 竜也  愛,媛,56,65,A3,追,3.93,69.52,△,4,5.2,10.5,31.5,0,0,,,,,
7520260501010004,matsuyama,2026-05-01,4,◎2 ○1 △3 ×4 注5 ▲7,,,,,4,吉川 誠,神奈川,44,86,A3,両,3.93,68.88,×,1,0.0,16.6,27.7,1,1,,,,,
7520260501010004,matsuyama,2026-05-01,4,◎2 ○1 △3 ×4 注5 ▲7,,,,,5,戸ノ下 太郎  千,葉,50,76,A3,追,3.85,68.69,注,2,8.6,21.7,34.7,0,0,,,,,
7520260501010004,matsuyama,2026-05-01,4,◎2 ○1 △3 ×4 注5 ▲7,,,,,6,橋本 祐司  青,森,41,95,A3,追,3.92,66.57,▲,3,4.7,14.2,28.5,0,0,,,,,
7520260501010004,matsuyama,2026-05-01,4,◎2 ○1 △3 ×4 注5 ▲7,,,,,7,三浦 平志郎  秋,田,37,100,A3,逃,3.85,63.50,nan,0,4.7,4.7,14.2,1,0,,,,,
7520260501010005,matsuyama,2026-05-01,5,◎1 ○2 注5 ▲6 △3 ×4,,,,,1,畑崎 大輝  青,森,24,127,A3,逃,3.85,78.14,◎,6,61.9,80.9,85.7,13,4,,,,,
7520260501010005,matsuyama,2026-05-01,5,◎1 ○2 注5 ▲6 △3 ×4,,,,,2,榊枝 輝文  福,島,49,79,A3,追,3.93,70.11,○,5,11.5,34.6,46.1,0,2,,,,,
7520260501010005,matsuyama,2026-05-01,5,◎1 ○2 注5 ▲6 △3 ×4,,,,,3,吉田 悟  熊,本,32,119,A3,逃,3.92,69.50,△,4,11.1,33.3,44.4,4,2,,,,,
7520260501010005,matsuyama,2026-05-01,5,◎1 ○2 注5 ▲6 △3 ×4,,,,,4,仙石 淳  沖,縄,53,73,A3,追,3.85,69.00,×,1,7.6,15.3,30.7,0,0,,,,,
7520260501010005,matsuyama,2026-05-01,5,◎1 ○2 注5 ▲6 △3 ×4,,,,,5,水野 悟志  静,岡,42,94,A3,追,3.92,68.95,注,2,9.5,23.8,33.3,0,0,,,,,
7520260501010005,matsuyama,2026-05-01,5,◎1 ○2 注5 ▲6 △3 ×4,,,,,6,黒瀬 浩一  静,岡,60,57,A3,追,3.92,65.11,▲,3,0.0,11.1,14.8,0,0,,,,,
7520260501010005,matsuyama,2026-05-01,5,◎1 ○2 注5 ▲6 △3 ×4,,,,,7,鈴木 龍之介  栃,木,48,81,A3,追,3.92,61.58,nan,0,0.0,0.0,0.0,0,0,,,,,
7520260501010006,matsuyama,2026-05-01,6,◎1 ○2 ×7 △4 注3 ▲6,,,,,1,木村 優駿  埼,玉,20,127,A3,逃,3.77,78.33,◎,6,58.3,87.5,87.5,19,0,,,,,
7520260501010006,matsuyama,2026-05-01,6,◎1 ○2 ×7 △4 注3 ▲6,,,,,2,伊藤 一貴  栃,木,54,72,A3,追,3.83,75.55,○,5,11.1,59.2,77.7,0,0,,,,,
7520260501010006,matsuyama,2026-05-01,6,◎1 ○2 ×7 △4 注3 ▲6,,,,,3,杉浦 康一,北海道,61,58,A3,追,3.92,69.40,△,4,14.8,29.6,48.1,0,0,,,,,
7520260501010006,matsuyama,2026-05-01,6,◎1 ○2 ×7 △4 注3 ▲6,,,,,4,佐藤 康恭  福,島,40,94,A3,両,3.85,68.20,×,1,12.5,16.6,37.5,0,2,,,,,
7520260501010006,matsuyama,2026-05-01,6,◎1 ○2 ×7 △4 注3 ▲6,,,,,5,穴井 利久  福,岡,55,65,A3,追,3.92,67.75,▲,3,0.0,0.0,33.3,0,0,,,,,
7520260501010006,matsuyama,2026-05-01,6,◎1 ○2 ×7 △4 注3 ▲6,,,,,6,真崎 章徳  佐,賀,30,113,A3,逃,3.92,67.08,注,2,8.0,24.0,24.0,2,3,,,,,
7520260501010006,matsuyama,2026-05-01,6,◎1 ○2 ×7 △4 注3 ▲6,,,,,7,中山 善仁  新,潟,52,73,A3,追,3.85,64.46,nan,0,0.0,7.1,10.7,0,0,,,,,
7520260501010007,matsuyama,2026-05-01,7,◎1 ○2 ×6 △3 ▲4 注7,,,,,1,邊見 竜馬  福,島,24,127,A3,逃,3.92,79.66,◎,6,100.0,100.0,100.0,4,1,,,,,
7520260501010007,matsuyama,2026-05-01,7,◎1 ○2 ×6 △3 ▲4 注7,,,,,2,大澤 哉太,北海道,37,95,A3,両,3.92,71.91,○,5,16.6,37.5,54.1,1,0,,,,,
7520260501010007,matsuyama,2026-05-01,7,◎1 ○2 ×6 △3 ▲4 注7,,,,,3,今村 俊雄  山,梨,46,99,A3,追,3.92,68.83,△,4,11.1,16.6,38.8,0,0,,,,,
7520260501010007,matsuyama,2026-05-01,7,◎1 ○2 ×6 △3 ▲4 注7,,,,,4,高橋 由記  群,馬,46,88,A3,追,3.92,68.58,▲,3,16.6,20.8,29.1,0,0,,,,,
7520260501010007,matsuyama,2026-05-01,7,◎1 ○2 ×6 △3 ▲4 注7,,,,,5,横瀬 聡  福,岡,54,69,A3,追,3.92,67.07,注,2,11.5,11.5,26.9,0,0,,,,,
7520260501010007,matsuyama,2026-05-01,7,◎1 ○2 ×6 △3 ▲4 注7,,,,,6,藤本 龍也  長,野,42,98,A3,両,3.92,66.75,×,1,12.5,18.7,37.5,3,0,,,,,
7520260501010007,matsuyama,2026-05-01,7,◎1 ○2 ×6 △3 ▲4 注7,,,,,7,ラモス レオ  沖,縄,28,113,A3,逃,3.92,64.20,nan,0,0.0,8.3,8.3,0,0,,,,,
8320260501010001,kurume,2026-05-01,1,◎1 ○3 ×4 ▲2 △5 注7,,,,,1,加藤 駿  愛,知,28,127,A3,逃,3.92,75.40,◎,6,29.6,51.8,66.6,9,3,,,,,
8320260501010001,kurume,2026-05-01,1,◎1 ○3 ×4 ▲2 △5 注7,,,,,2,安谷屋 将志  沖,縄,37,96,A3,両,3.93,74.84,×,1,42.1,42.1,57.8,0,0,,,,,
8320260501010001,kurume,2026-05-01,1,◎1 ○3 ×4 ▲2 △5 注7,,,,,3,小塚 潤  愛,知,46,86,A3,追,3.92,69.79,○,5,6.8,20.6,34.4,0,1,,,,,
8320260501010001,kurume,2026-05-01,1,◎1 ○3 ×4 ▲2 △5 注7,,,,,4,梶原 秀庸  大,阪,52,77,A3,追,3.92,69.68,nan,0,5.2,26.3,36.8,0,0,,,,,
8320260501010001,kurume,2026-05-01,1,◎1 ○3 ×4 ▲2 △5 注7,,,,,5,松丸 裕紀  福,岡,45,86,A3,追,3.92,68.95,▲,3,4.5,18.1,31.8,0,0,,,,,
8320260501010001,kurume,2026-05-01,1,◎1 ○3 ×4 ▲2 △5 注7,,,,,6,青木 亮太  群,馬,42,89,A3,追,3.85,68.86,注,2,0.0,6.6,26.6,0,0,,,,,
8320260501010001,kurume,2026-05-01,1,◎1 ○3 ×4 ▲2 △5 注7,,,,,7,星野 京旺  新,潟,26,127,A3,逃,3.92,66.83,△,4,5.5,16.6,33.3,3,0,,,,,
8320260501010002,kurume,2026-05-01,2,×2 △3 ▲5 ◎1 ○4 注6,,,,,1,大本 隆也,神奈川,27,127,A3,逃,3.92,75.58,◎,6,41.6,58.3,66.6,12,1,,,,,
8320260501010002,kurume,2026-05-01,2,×2 △3 ▲5 ◎1 ○4 注6,,,,,2,布居 翼,和歌山,29,109,A3,逃,3.92,74.09,×,1,28.5,38.0,76.1,0,3,,,,,
8320260501010002,kurume,2026-05-01,2,×2 △3 ▲5 ◎1 ○4 注6,,,,,3,大川 栄二,和歌山,53,70,A3,追,3.86,73.92,△,4,11.1,40.7,70.3,0,0,,,,,
8320260501010002,kurume,2026-05-01,2,×2 △3 ▲5 ◎1 ○4 注6,,,,,4,安坂 洋一,神奈川,50,79,A3,追,3.92,69.87,○,5,0.0,12.0,36.0,0,0,,,,,
8320260501010002,kurume,2026-05-01,2,×2 △3 ▲5 ◎1 ○4 注6,,,,,5,柴田 昌樹  愛,知,50,79,A3,追,3.92,69.77,▲,3,8.6,21.7,34.7,0,0,,,,,
8320260501010002,kurume,2026-05-01,2,×2 △3 ▲5 ◎1 ○4 注6,,,,,6,丸山 勝也  静,岡,46,85,A3,追,3.92,68.00,注,2,0.0,19.0,38.0,0,0,,,,,
8320260501010002,kurume,2026-05-01,2,×2 △3 ▲5 ◎1 ○4 注6,,,,,7,藤原 義晴  岩,手,45,88,A3,追,3.92,65.00,nan,0,0.0,8.6,13.0,0,0,,,,,
